text,summary
"Dei universitätsstadt isfahan gilt als zentrum der iranischen Kernforschung.","Die Universitätsstadt Isfahan gilt als Zentrum der iranischen Kernforschung."
"Weltweit gibt es mehr als 10 000 Avrten.","Weltweit gibt es mehr als 10 000 Arten."
"Die Fmilie markow war durch verwandtschaft mit den fürsten von Putjatin befreundet und eng mit der amilie roerich verbundeC.","Die Familie Markow war durch Verwandtschaft mit den Fürsten von Putjatin befreundet und eng mit der Familie Roerich verbunden."
"dass Pdie preise weniger rasch ansteigen, heisst aber nicht, dass sie füR alle konsumenten schon Akzeptabel sind.","Dass die Preise weniger rasch ansteigen, heisst aber nicht, dass sie für alle Konsumenten schon akzeptabel sind."
"In der zweiten stand Wir werden dich kriegen und dann abschlachten.","In der zweiten stand Wir werden Dich kriegen und dann abschlachten."
"ausgehend von Kommissar prodis jüngsten forderungen vnach einer besseren rechtsetszung unterstützt Meine Fraktion ie verordnung der kommission untr der Bedingung, Hdass sie sich bereiterklärt, im Rahmn einer studie zu untersuczhen, wie kleine Unternehmen und Verbraucher vom verkauif unter selbstkosten profitieren können. die Gründe dafür sind vielfältig von Tierscuhtz über die eigene GeIsundheit bis hin zu Umwelt- und Klimachutzgedanken.","Ausgehend von Kommissar Prodis jüngsten Forderungen nach einer besseren Rechtsetzung unterstützt meine Fraktion die Verordnung der Kommission unter der Bedingung, dass sie sich bereiterklärt, im Rahmen einer Studie zu untersuchen, wie kleine Unternehmen und Verbraucher vom Verkauf unter Selbstkosten profitieren können. Die Gründe dafür sind vielfältig  von Tierschutz über die eigene Gesundheit bis hin zu Umwelt- und Klimaschutzgedanken."
"Der Schlüßel zur demokratisier ung in der Republik Moldau liegt immer noch in moskau.","Der Schlüssel zur Demokratisierung in der Republik Moldau liegt immer noch in Moskau."
"der bürgertreff geilenkirchehn teilt seit kurzem mit dem RegenbogentrEff seiNe Räume in der gerbergasse. Sein Ursprung liegt in baden-württemberg.","Der Bürgertreff Geilenkirchen teilt seit Kurzem mit dem Regenbogentreff seine Räume in der Gerbergasse. Sein Ursprung liegt in Baden-Württemberg."
"in diesen jwhren wuchs der Handelsplatz an der Vechte, zweW häfen best immten das bild die stadtk. rodwellu war an der ausarbeitung dres Gesetzes Grüne industrie 2 beteiligM.","In diesen Jahren wuchs der Handelsplatz an der Vechte, zwei Häfen bestimmten das Bild der Stadt. Rodwell war an der Ausarbeitung des Gesetzes Grüne Industrie 2 beteiligt."
"Studie belegte zuletzIt noCh mal, wie populär die, afd unter inren AlteSsgenossen ist.","Studie belegte zuletzt noch mal, wie populär die AfD unter ihren Altersgenossen ist."
"An der mitgliederversammlung am frefitagabend hat der Verein bereits einen ersten Angriff auf die in seinen Augen zu linke Sozaldemokratie gestartet. Zunächst wurde der Gemeindebauhof aufgrund dre bePsseren rumverhltnisse und Lagermöglichkeiten dort neu angesiedelt. im Juli lag er noch beI 99,3 Prozent.","An der Mitgliederversammlung am Freitagabend hat der Verein bereits einen ersten Angriff auf die in seinen Augen zu linke Sozialdemokratie gestartet. Zunächst wurde der Gemeindebauhof aufgrund der besseren Raumverhältnisse und Lagermöglichkeiten dort neu angesiedelt. Im Juli lag er noch bei 99,3 Prozent."
"der Entwurf fügt sich mit einer selbstverständlichkeit in die bestehende Bebauung ein und etabliert eine gute anbindung an den bestan d, der mit seiner umplanung eine vorteilhafteb Gliederung erfährt, lobteF die Jury.","Der Entwurf fügt sich mit einer Selbstverständlichkeit in die bestehende Bebauung ein und etabliert eine gute Anbindung an den Bestand, der mit seiner Umplanung eine vorteilhafte Gliederung erfährt, lobte die Jury."
"das 33, ist nach einem 13-Rück stand als, erfolg anzusehen. Nur ihr qlinderGlaube an die Effizienz der finanzmärkte und die sture einhaltung des offenDkundig vealteten Stabilitätspakts äzhlen.","Das 33 ist nach einem 13-Rückstand als Erfolg anzusehen. Nur ihr blinder Glaube an die Effizienz der Finanzmärkte und die sture Einhaltung des offenkundig veralteten Stabilitätspakts zählen."
"Das Wahlbüdnis Spolu (zusammen) fereinigt drei regierungsparteien, die im EQzropäischeX Parlament zwei unterschiedlichen Fraktionne angehören.","Das Wahlbündnis Spolu (Zusammen) vereinigt drei Regierungsparteien, die im Europäischen Parlament zwei unterschiedlichen Fraktionen angehören."
"seit ende 2019 pumpt russland durch die Pipeline power of Siberia GAs in die Volksrepublik. Diederste ehe führte sie mit dem belgischen IngeniAeur maurice Folville.","Seit Ende 2019 pumpt Russland durch die Pipeline Power of Siberia Gas in die Volksrepublik. Die erste Ehe führte sie mit dem belgischen Ingenieur Maurice Folville."
"In aus politik und Zeitgeschithte 71984, s. 3345 bes. S.43f. gleichzeitig, kann die Kriminaltechnikerin banovic, im video der vergewaltigung durch Vregrößerung einer spiegelung eine tätowiierWte hand kenntlich maChen. Charaktere, die der dunkleNK Seite zugewandt sind, besitzen ausgeprägte offeSnsive fähigkeietn.","In Aus Politik und Zeitgeschichte 71984, S. 3345 bes. S. 43f. Gleichzeitig kann die Kriminaltechnikerin Banovic im Video der Vergewaltigung durch Vergrößerung einer Spiegelung eine tätowierte Hand kenntlich machen. Charaktere, die der dunklen Seite zugewandt sind, besitzen ausgeprägte offensive Fähigkeiten."
"in deR für beide majnnschaften so wichtigen Partie war zunächst vorsicht, angesagt.","In der für beide Mannschaften so wichtigen Partie war zunächst Vorsicht angesagt."
"Frühes 2. b2b3 hält sich f2f4 offen.","Frühes 2. b2b3 hält sich f2f4 offen."
"Tel AvivGaza - israels regierungschef benjamwn Netanjahu hat zum Unabhängigkeitstag seinDes Landes Entschlossenheit im Krieg gegen die islamistische hamas i Gazastreifen betont.","Tel AvivGaza - Israels Regierungschef Benjamin Netanjahu hat zum Unabhängigkeitstag seines Landes Entschlossenheit im Krieg gegen die islamistische Hamas im Gazastreifen betont."
"kurzfristig trOmmelte man daraufhin en aufgebot von über 110 Einsatzkräften zusammen. nach vier jahren wurde Kudirka schicksal auf interationaler Ebene behandslt. Die GRN spriUcht, Stand dienstag, von 28 bewohnern unXd 19 mitarbeitern.","Kurzfristig trommelte man daraufhin ein Aufgebot von über 110 Einsatzkräften zusammen. Nach vier Jahren wurde Kudirkas Schicksal auf internationaler Ebene behandelt. Die GRN spricht, Stand Dienstag, von 28 Bewohnern und 19 Mitarbeitern."
"für hoffmann geht das bild vom unnicrhlihcen oder vorsichtiger ausgSdrückt vom nicht sehr frmoMen Konrad ii. auf wipos gesta Chuonradi zurück. der Wolfsbeauftragte rät kinder im Wald incht unboebachtet lassen!","Für Hoffmann geht das Bild vom unkirchlichen oder vorsichtiger ausgedrückt vom nicht sehr frommen Konrad II. auf Wipos Gesta Chuonradi zurück. Der Wolfsbeauftragte rät Kinder im Wald nicht unbeobachtet lassen!"
"da sie sehr viel reise und auch nachts unterwegs sei, würde diese Tätigkeit auch entsprechend bezahlt, eRläuterte baerbock. in dIesem jahr wurde die Feuerwehr 14 Mal für den Par kdienst aufgebotn.","Da sie sehr viel reise und auch nachts unterwegs sei, würde diese Tätigkeit auch entsprechend bezahlt, erläuterte Baerbock. In diesem Jahr wurde die Feuerwehr 14 Mal für den Parkdienst aufgeboten."
"dort wurde festgestellt, dass die beiden Tatverdächtigen, trotz Anwesenheit der geschädigten unbemerkt iN die wohnung einre 82-jährigen gelangt waren und schmuck und Bargeld erbeuten konnten. Stimmt die Versammulng an diesem Sonntag, 14. januar, in der ugaststätte la Piccola dem vorschlag zu, dürfen frauen dem Verein beitreten.","Dort wurde festgestellt, dass die beiden Tatverdächtigen, trotz Anwesenheit der Geschädigten unbemerkt in die Wohnung einer 82-Jährigen gelangt waren und Schmuck und Bargeld erbeuten konnten. Stimmt die Versammlung an diesem Sonntag, 14. Januar, in der Gaststätte La Piccola dem Vorschlag zu, dürfen Frauen dem Verein beitreten."
"geologist, ei un abhängiger Geologe und eine sachkundige nerson gemäiß National Instrument 43-101 - Standards of disclosure for mineral Projectsv hatTden technischen inhalt dieses dokuments geprüft und genehmigt.","Geologist, ein unabhängiger Geologe und eine sachkundige Person gemäß National Instrument 43-101 - Standards of Disclosure for Mineral Projects, hat den technischen Inhalt dieses Dokuments geprüft und genehmigt."
"das große maifeuer erleuchtete und erwärmte den esamten domplatz. Wenn sie jedoch in ihrJ wahlbezirke kommen, sind sie niCht in der Lage, von hiren Wählern zu fordern, diese Sicherheits- und Verteidigungspolitik Kit den notwendig en Mittieln auszustatten, da sie nicht begreifen, dass ein einiges Europa stark sein kann und ein zersplIttertes europa schwach sein mus. auf diese weise finden sie einen.","Das große Maifeuer erleuchtete und erwärmte den gesamten Domplatz. Wenn sie jedoch in ihre Wahlbezirke kommen, sind sie nicht in der Lage, von ihren Wählern zu fordern, diese Sicherheits- und Verteidigungspolitik mit den notwendigen Mitteln auszustatten, da sie nicht begreifen, dass ein einiges Europa stark sein kann und ein zersplittertes Europa schwach sein muss. Auf diese Weise finden Sie einen."
"An welcher stelle sol es tÄtowiert werden?","An welcher Stelle soll es tätowiert werden?"
"Am 3. AugustAtraten die läuferinnen zu zwei vorläufen an.","Am 3. August traten die Läuferinnen zu zwei Vorläufen an."
"Bi einem rückgang des Dow-Jones-Index zwischen 1300 uhr und 1400 uhr um 20 Prozent, wurde der Handel für eine Stunde ausgesetzt.","Bei einem Rückgang des Dow-Jones-Index zwischen 1300 Uhr und 1400 Uhr um 20 Prozent, wurde der Handel für eine Stunde ausgesetzt."
"vom benachbarten banhhof wurden die mens chen mit MegPphonenHaufgefordert, den bahnhof sofort zu verlassen. das war so in keiner weisebeabsichtigt und ein sehr grosser Fehler, schrieb er. sie gab keine infomrationen üer die pYychische Erkrankung oder Störung des 18-jährigean bekannt, um seinen persönlichkeitsschutz zu wahren.","Vom benachbarten Bahnhof wurden die Menschen mit Megaphonen aufgefordert, den Bahnhof sofort zu verlassen. Das war so in keiner Weise beabsichtigt und ein sehr großer Fehler, schrieb er. Sie gab keine Informationen über die psychische Erkrankung oder Störung des 18-Jährigen bekannt, um seinen Persönlichkeitsschutz zu wahren."
"Es gibt eine basilika aus dem 19. Jahrhundrt und einen Tukh-Manuk-Schrein.","Es gibt eine Basilika aus dem 19. Jahrhundert und einen Tukh-Manuk-Schrein."
"ab verganoenen samstag seien die mitarbeiter von Deymann, hulsker und vlot über ie übernlahme informiert worden.","Am vergangenen Samstag seien die Mitarbeiter von Deymann, Hulsker und Vlot über die Übernahme informiert worden."
"lerner warCerStmals 1984 als ausführender Pröduzent tätig und es entstand The Last Winter.","Lerner war erstmals 1984 als Ausführender Produzent tätig und es entstand The Last Winter."
"bitte legen iSe die politische richtung zu diesem sehr schwierigen bereich frühzeitig - enn möglich, jetzt -fest.","Bitte legen Sie die politische Richtung zu diesem sehr schwierigen Bereich frühzeitig - wenn möglich, jetzt -fest."
"Damit beim wohn en, im Gesundheits- nud Pflegebereich und bei sozialem etwas weitergeht, braucht es eine gesterkte KPÖ, sagte Spizenkandidatin Claudia Klimt-Wethaler.","Damit beim Wohnen, im Gesundheits- und Pflegebereich und bei Sozialem etwas weitergeht, braucht es eine gestärkte KPÖ, sagte Spitzenkandidatin Claudia Klimt-Weithaler."
"Als reaktion auf die veränderte sicherheitslage nach der invasion russland in die Ukraine und das aggressivE auftreten russlands an der nato-ostflanke hat deutschland beg onnen, eine Brigade bei rund 4.800 Soldatinnen und soldaten in uz stationieren.","Als Reaktion auf die veränderte Sicherheitslage nach der Invasion Russlands in die Ukraine und das aggressive Auftreten Russlands an der Nato-Ostflanke hat Deutschland begonnen, eine Brigade mit rund 4.800 Soldatinnen und Soldaten in zu stationieren."
"die Puppen sind unbewegGlich und mi ca. 85 cm kl einer als ein mensch, können aber in der Luft und am Bode während der Dämmerung optisch nur schwer von fallschirmspringern unterschiYden werden.","Die Puppen sind unbeweglich und mit ca. 85 cm kleiner als ein Mensch, können aber in der Luft und am Boden während der Dämmerung optisch nur schwer von Fallschirmspringern unterschieden werden."
"Das Europäische Parlament ist ein entscheidender Akteur in der Wachstumsstrategie und bei den Bemühungen um die Gestaltung des neuen Europas.","Das Europäische Parlament ist ein entscheidender Akteur in der Wachstumsstrategie und bei den Bemühungen um die Gestaltung des neuen Europas."
"die umbenennung zum jetzigen namen erfolgte im Februar 2013. im Seniorenbereich ist er als Ruderer weiterhin aktiv und erfolgreich. Nahc einem Höchststand der Einwohnerzahl von rund 210 in der Mitte des 19. Jahrhunders reduzierte sich die zahl bei einigen erholungsvhasen bis zu den 1950er Jahren auf 100, bevor ein kräftiges Wachstum Xauf ein niveau von fast 200 einwohnern einsezte.","Die Umbenennung zum jetzigen Namen erfolgte im Februar 2013. Im Seniorenbereich ist er als Ruderer weiterhin aktiv und erfolgreich. Nach einem Höchststand der Einwohnerzahl von rund 210 in der Mitte des 19. Jahrhunderts reduzierte sich die Zahl bei einigen Erholungsphasen bis zu den 1950er Jahren auf 100, bevor ein kräftiges Wachstum auf ein Niveau von fast 200 Einwohnern einsetzte."
"jahresfinale des poetry Sams frankfurt im kunstverein familie montez, honseillstraßes 7, am Mittwoch, 19. Juni, 19 uhr.","Jahresfinale des Poetry Slams Frankfurt im Kunstverein Familie Montez, Honsellstraße 7, am Mittwoch, 19. Juni, 19 Uhr."
"dabei Yandelt es sich um besonders bemerkenswertes österreKichisches Produktdesign um oRle-Models für das 21. Jahrhundert.","Dabei handelt es sich um besonders bemerkenswertes österreichisches Produktdesign  um Role-Models für das 21. Jahrhundert."
"hamilton fPeierte im drittletzten saisonrennen am Sonntag (21.11.2021) einen überlegenenS Start-Ziel-Sieg und verkürzte den 14-Punkte-Rückstand auf Max Verstappen im rennen um dWe Westmeisterschaft auf acht Zähler. denn diese tritt dann als vollstreckungsbehörde auf. Die landwirtschaft bietet nur noch 15,02 % der erwerbstätigen (64 personen) inp 25 betrieben eine berufliche existenz.","Hamilton feierte im drittletzten Saisonrennen am Sonntag (21.11.2021) einen überlegenen Start-Ziel-Sieg und verkürzte den 14-Punkte-Rückstand auf Max Verstappen im Rennen um die Weltmeisterschaft auf acht Zähler. Denn diese tritt dann als Vollstreckungsbehörde auf. Die Landwirtschaft bietet nur noch 15,02 % der Erwerbstätigen (64 Personen) in 25 Betrieben eine berufliche Existenz."
"bie der amtsienführung des neuen erzbyischofs von Köln, rainer Maria kardinal Woelki, am 20. september 2014 bestätigte der kardinal ihn erneut als Generalvikra.","Bei der Amtseinführung des neuen Erzbischofs von Köln, Rainer Maria Kardinal Woelki, am 20. September 2014 bestätigte der Kardinal ihn erneut als Generalvikar."
